night,run,field,filter,seeing,ellipt,sky,sources
20130810,r1004303,uvex_0362o,He1,1.71,0.060,58.0,40
20130810,r1004304,uvex_0362o,r,1.49,0.087,100.4,128
20130810,r1004305,uvex_0362o,U,2.31,0.077,55.0,21
20130810,r1004306,uvex_0362o,g,1.72,0.057,71.6,69
20130810,r1004307,uvex_0372,He1,1.54,0.059,55.0,130
20130810,r1004308,uvex_0372,r,1.65,0.072,105.8,393
20130810,r1004309,uvex_0372,U,1.86,0.077,54.8,64
20130810,r1004310,uvex_0372,g,1.65,0.053,69.6,268
20130810,r1004311,uvex_0372o,He1,1.49,0.075,58.1,128
20130810,r1004312,uvex_0372o,r,1.59,0.072,110.2,398
20130810,r1004313,uvex_0372o,U,1.93,0.075,55.0,49
20130810,r1004314,uvex_0372o,g,1.62,0.071,73.5,266
20130810,r1004315,uvex_0373,He1,1.39,0.056,56.8,130
20130810,r1004316,uvex_0373,r,1.42,0.078,58.0,592
20130810,r1004317,uvex_0373,U,1.88,0.068,56.6,54
20130810,r1004318,uvex_0373,g,1.61,0.075,72.0,312
20130810,r1004319,uvex_0374o,He1,1.48,0.054,62.2,51
20130810,r1004320,uvex_0374o,r,1.39,0.092,113.1,208
20130810,r1004321,uvex_0374o,U,1.74,0.075,58.0,28
20130810,r1004322,uvex_0374o,g,1.56,0.085,75.6,97
20130810,r1004323,uvex_0378,He1,1.42,0.049,61.9,62
20130810,r1004324,uvex_0378,r,1.46,0.051,113.7,125
20130810,r1004325,uvex_0378,U,1.88,0.062,60.9,29
20130810,r1004326,uvex_0378,g,1.54,0.055,71.6,72
20130810,r1004327,uvex_0379,He1,1.33,0.046,52.7,200
20130810,r1004328,uvex_0379,r,1.39,0.072,110.7,801
20130810,r1004329,uvex_0379,U,1.86,0.052,64.2,79
20130810,r1004330,uvex_0379,g,1.57,0.080,72.5,422
20130810,r1004331,uvex_0380,He1,1.35,0.047,61.9,127
20130810,r1004332,uvex_0380,r,1.35,0.045,100.2,509
20130810,r1004333,uvex_0380,U,1.79,0.064,63.8,61
20130810,r1004334,uvex_0380,g,1.35,0.076,70.8,342
20130810,r1004335,uvex_0742,He1,1.43,0.071,65.7,61
20130810,r1004336,uvex_0742,r,1.43,0.089,103.6,314
20130810,r1004337,uvex_0742,U,1.71,0.093,51.0,21
20130810,r1004338,uvex_0742,g,1.44,0.050,76.2,148
20130810,r1004339,uvex_0742o,He1,1.47,0.066,63.1,64
20130810,r1004340,uvex_0742o,r,1.44,0.085,106.8,287
20130810,r1004341,uvex_0742o,U,1.84,0.089,57.6,16
20130810,r1004342,uvex_0742o,g,1.48,0.055,73.0,127
20130810,r1004343,uvex_0926,He1,1.48,0.084,60.4,108
20130810,r1004344,uvex_0926,r,1.35,0.080,93.0,481
20130810,r1004345,uvex_0926,U,1.69,0.097,55.4,55
20130810,r1004346,uvex_0926,g,1.45,0.094,77.6,255
20130810,r1004347,uvex_0926o,He1,1.39,0.049,61.8,94
20130810,r1004348,uvex_0926o,r,1.24,0.063,102.8,550
20130810,r1004349,uvex_0926o,U,1.72,0.074,56.9,52
20130810,r1004350,uvex_0926o,g,1.46,0.076,75.4,238
20130810,r1004351,uvex_0927,He1,1.45,0.064,61.1,129
20130810,r1004352,uvex_0927,r,1.36,0.099,77.1,662
20130810,r1004353,uvex_0927,U,1.72,0.070,54.3,53
20130810,r1004354,uvex_0927,g,1.53,0.077,65.5,348
20130810,r1004355,uvex_0927o,He1,1.41,0.093,59.1,156
20130810,r1004356,uvex_0927o,r,1.35,0.084,106.4,626
20130810,r1004357,uvex_0927o,U,1.75,0.072,56.1,54
20130810,r1004358,uvex_0927o,g,1.47,0.073,79.6,376
20130810,r1004359,HZ4,He1,1.72,0.160,90.1,35
20130810,r1004360,HZ4,r,1.35,0.066,95.9,63
20130810,r1004361,HZ4,U,1.78,0.107,85.0,25
20130810,r1004362,HZ4,g,1.56,0.112,77.7,43
20130810,r1004363,SA95-271,He1,1.78,0.143,383.8,21
20130810,r1004364,SA95-271,r,1.49,0.073,395.7,28
20130810,r1004365,SA95-271,U,1.69,0.107,427.1,18
20130810,r1004366,SA95-271,g,1.52,0.088,464.1,32
20130811,r1004416,ST_PG1657,Ha,1.29,0.196,440.4,68
20130811,r1004417,ST_PG1657,r,1.03,0.101,820.6,182
20130811,r1004418,ST_PG1657,i,0.92,0.098,325.0,93
20130811,r1004421,ST_PG1657,r,1.33,0.058,84.0,137
20130811,r1004422,ST_PG1657,r,1.31,0.050,262.8,124
20130811,r1004423,SA110-246,Ha,1.56,0.202,40.5,30
20130811,r1004424,SA110-246,r,1.11,0.088,37.9,22
20130811,r1004425,SA110-246,i,1.09,0.095,38.4,55
20130811,r1004426,ST_PG1657,Ha,1.48,0.199,40.1,57
20130811,r1004427,ST_PG1657,r,1.17,0.110,85.0,138
20130811,r1004428,ST_PG1657,i,1.04,0.081,47.8,84
20130811,r1004429,intphas_4351,Ha,1.27,0.109,63.4,79
20130811,r1004430,intphas_4351,r,1.32,0.077,117.9,129
20130811,r1004431,intphas_4351,i,1.11,0.103,111.0,205
20130811,r1004432,intphas_4351o,Ha,1.30,0.133,54.5,80
20130811,r1004433,intphas_4351o,r,1.46,0.179,134.8,119
20130811,r1004434,intphas_4351o,i,1.15,0.108,115.0,183
20130811,r1004435,intphas_4380,Ha,1.56,0.267,62.2,390
20130811,r1004436,intphas_4380,r,1.27,0.132,118.1,1367
20130811,r1004437,intphas_4380,i,1.13,0.142,86.8,1818
20130811,r1004438,intphas_4513,Ha,1.13,0.121,49.2,537
20130811,r1004439,intphas_4513,r,1.23,0.112,111.0,1497
20130811,r1004440,intphas_4513,i,1.13,0.143,101.1,1790
20130811,r1004441,intphas_4513o,Ha,1.27,0.145,28.4,498
20130811,r1004442,intphas_4513o,r,1.23,0.144,42.7,1502
20130811,r1004443,intphas_4513o,i,1.06,0.130,42.3,1833
20130811,r1004444,intphas_4565,Ha,2.30,0.380,63.1,341
20130811,r1004445,intphas_4565,r,1.25,0.125,51.7,1732
20130811,r1004446,intphas_4565,i,1.23,0.133,53.3,1959
20130811,r1004447,intphas_4565o,Ha,1.34,0.124,55.0,406
20130811,r1004448,intphas_4565o,r,1.30,0.138,118.1,1571
20130811,r1004449,intphas_4565o,i,1.25,0.143,108.2,1862
20130811,r1004450,intphas_4596,Ha,1.76,0.176,50.4,373
20130811,r1004451,intphas_4596,r,1.50,0.126,82.3,1448
20130811,r1004452,intphas_4596,i,1.51,0.124,75.9,1253
20130811,r1004453,intphas_4596o,Ha,1.40,0.117,45.0,508
20130811,r1004454,intphas_4596o,r,1.42,0.122,48.9,1659
20130811,r1004455,intphas_4596o,i,1.20,0.128,48.9,2083
20130811,r1004456,intphas_4610,Ha,1.34,0.125,44.4,649
20130811,r1004457,intphas_4610,r,1.35,0.144,43.3,2135
20130811,r1004458,intphas_4610,i,1.23,0.135,79.8,2315
20130811,r1004459,intphas_4610o,Ha,1.38,0.131,57.3,594
20130811,r1004460,intphas_4610o,r,1.21,0.136,97.9,2416
20130811,r1004461,intphas_4610o,i,1.15,0.149,89.9,2560
20130811,r1004462,intphas_4618,Ha,1.19,0.111,24.2,485
20130811,r1004463,intphas_4618,r,1.14,0.134,92.3,1702
20130811,r1004464,intphas_4618,i,1.15,0.158,74.6,1888
20130811,r1004465,intphas_4632,Ha,1.33,0.178,46.0,368
20130811,r1004466,intphas_4632,r,1.26,0.132,83.0,1094
20130811,r1004467,intphas_4632,i,1.19,0.125,93.8,1304
20130811,r1004468,intphas_4632o,Ha,1.47,0.140,49.2,233
20130811,r1004469,intphas_4632o,r,1.32,0.109,100.1,903
20130811,r1004470,intphas_4632o,i,1.38,0.178,96.2,1070
20130811,r1004471,intphas_4633,Ha,1.24,0.139,52.5,380
20130811,r1004472,intphas_4633,r,1.13,0.132,29.4,1433
20130811,r1004473,intphas_4633,i,1.15,0.131,29.7,1516
20130811,r1004474,intphas_4633o,Ha,1.17,0.112,53.0,338
20130811,r1004475,intphas_4633o,r,1.22,0.135,67.0,1014
20130811,r1004476,intphas_4633o,i,1.16,0.121,104.5,1337
20130811,r1004477,intphas_4634,Ha,1.19,0.094,53.0,323
20130811,r1004478,intphas_4634,r,1.23,0.101,104.0,839
20130811,r1004479,intphas_4634,i,1.08,0.119,98.2,1432
20130811,r1004480,intphas_4634o,Ha,1.17,0.112,56.3,337
20130811,r1004481,intphas_4634o,r,1.15,0.126,106.5,982
20130811,r1004482,intphas_4634o,i,1.16,0.147,106.7,1278
20130811,r1004483,intphas_4635,Ha,1.21,0.150,57.6,354
20130811,r1004484,intphas_4635,r,1.19,0.155,50.4,1123
20130811,r1004485,intphas_4635,i,1.04,0.152,51.5,1874
20130811,r1004486,intphas_4635o,Ha,1.12,0.120,42.5,347
20130811,r1004487,intphas_4635o,r,1.05,0.110,100.7,1072
20130811,r1004488,intphas_4635o,i,0.99,0.127,71.6,1733
20130811,r1004489,intphas_4641,Ha,1.18,0.151,59.5,809
20130811,r1004490,intphas_4641,r,1.09,0.117,54.8,2713
20130811,r1004491,intphas_4641,i,0.99,0.134,54.8,2983
20130811,r1004492,intphas_4641o,Ha,1.15,0.156,59.4,797
20130811,r1004493,intphas_4641o,r,0.97,0.121,114.9,3224
20130811,r1004494,intphas_4641o,i,0.98,0.133,96.8,2891
20130811,r1004495,intphas_4644,Ha,0.98,0.110,56.4,431
20130811,r1004496,intphas_4644,r,1.05,0.136,52.3,1179
20130811,r1004497,intphas_4644,i,0.90,0.117,95.6,1387
20130811,r1004498,intphas_4644o,Ha,1.22,0.155,54.2,313
20130811,r1004499,intphas_4644o,r,1.10,0.112,32.1,875
20130811,r1004500,intphas_4644o,i,0.97,0.104,106.5,1081
20130811,r1004501,intphas_4645,Ha,1.28,0.158,54.3,230
20130811,r1004502,intphas_4645,r,1.09,0.099,99.2,703
20130811,r1004503,intphas_4645,i,0.95,0.104,99.4,1115
20130811,r1004504,intphas_4645o,Ha,1.07,0.098,56.1,251
20130811,r1004505,intphas_4645o,r,1.12,0.108,97.2,670
20130811,r1004506,intphas_4645o,i,0.94,0.105,109.4,1106
20130811,r1004507,intphas_4646,Ha,1.03,0.098,55.8,439
20130811,r1004508,intphas_4646,r,1.01,0.115,115.1,1302
20130811,r1004509,intphas_4646,i,0.91,0.110,97.0,1645
20130811,r1004510,intphas_4646o,Ha,1.10,0.139,53.9,408
20130811,r1004511,intphas_4646o,r,1.14,0.109,64.3,1165
20130811,r1004512,intphas_4646o,i,1.12,0.179,93.3,1378
20130811,r1004513,intphas_4647,Ha,0.96,0.080,55.3,380
20130811,r1004514,intphas_4647,r,0.94,0.104,90.7,1233
20130811,r1004515,intphas_4647,i,0.85,0.110,85.1,1792
20130811,r1004516,intphas_4647o,Ha,1.12,0.167,60.0,363
20130811,r1004517,intphas_4647o,r,1.00,0.134,113.5,1184
20130811,r1004518,intphas_4647o,i,1.06,0.193,92.6,1398
20130811,r1004519,intphas_4666,Ha,1.03,0.097,45.4,442
20130811,r1004520,intphas_4666,r,1.17,0.153,70.6,1139
20130811,r1004521,intphas_4666,i,0.89,0.111,65.8,2061
20130811,r1004522,intphas_4666o,Ha,1.19,0.153,52.8,438
20130811,r1004523,intphas_4666o,r,1.11,0.143,107.0,1426
20130811,r1004524,intphas_4666o,i,0.98,0.130,107.8,1994
20130811,r1004525,intphas_4764o,Ha,1.28,0.165,59.3,206
20130811,r1004526,intphas_4764o,r,0.87,0.073,62.9,776
20130811,r1004527,intphas_4764o,i,0.88,0.079,61.7,984
20130811,r1004528,intphas_5012,Ha,1.44,0.262,57.6,191
20130811,r1004529,intphas_5012,r,1.05,0.117,103.4,594
20130811,r1004530,intphas_5012,i,0.86,0.101,107.5,953
20130811,r1004531,intphas_5012o,Ha,1.06,0.086,54.7,247
20130811,r1004532,intphas_5012o,r,1.00,0.081,115.8,718
20130811,r1004533,intphas_5012o,i,0.87,0.079,103.2,1013
20130811,r1004534,intphas_5014,Ha,1.19,0.106,47.3,263
20130811,r1004535,intphas_5014,r,1.19,0.131,89.7,768
20130811,r1004536,intphas_5014,i,0.95,0.110,103.5,1399
20130811,r1004537,intphas_5014o,Ha,1.07,0.085,62.0,339
20130811,r1004538,intphas_5014o,r,1.19,0.118,103.7,897
20130811,r1004539,intphas_5014o,i,1.05,0.111,108.7,1283
20130811,r1004540,intphas_5015,Ha,1.19,0.061,56.8,222
20130811,r1004541,intphas_5015,r,1.22,0.072,99.0,590
20130811,r1004542,intphas_5015,i,1.27,0.086,94.8,584
20130811,r1004543,intphas_5015o,Ha,1.41,0.107,56.6,198
20130811,r1004544,intphas_5015o,r,1.19,0.066,101.3,632
20130811,r1004545,intphas_5015o,i,1.10,0.064,104.5,770
20130811,r1004546,intphas_5018,Ha,1.47,0.159,54.2,445
20130811,r1004547,intphas_5018,r,1.15,0.110,103.9,1914
20130811,r1004548,intphas_5018,i,1.03,0.115,100.4,2186
20130811,r1004549,intphas_5018o,Ha,1.05,0.107,43.4,780
20130811,r1004550,intphas_5018o,r,1.13,0.142,71.8,2259
20130811,r1004551,intphas_5018o,i,0.93,0.132,74.3,2710
20130811,r1004552,intphas_5045,Ha,1.01,0.121,55.7,917
20130811,r1004553,intphas_5045,r,0.95,0.116,78.0,3021
20130811,r1004554,intphas_5045,i,0.87,0.116,76.8,2787
20130811,r1004555,intphas_5045o,Ha,0.92,0.109,36.6,1038
20130811,r1004556,intphas_5045o,r,0.94,0.118,95.8,3122
20130811,r1004557,intphas_5045o,i,0.88,0.114,68.0,2784
20130811,r1004558,intphas_5046,Ha,0.94,0.111,54.0,883
20130811,r1004559,intphas_5046,r,0.98,0.131,43.9,2392
20130811,r1004560,intphas_5046,i,0.88,0.125,89.5,2619
20130811,r1004561,intphas_5046o,Ha,0.97,0.111,53.3,814
20130811,r1004562,intphas_5046o,r,0.97,0.106,95.7,2244
20130811,r1004563,intphas_5046o,i,0.82,0.105,65.4,2780
20130811,r1004564,intphas_5065,Ha,1.12,0.214,49.0,176
20130811,r1004565,intphas_5065,r,1.04,0.102,116.5,455
20130811,r1004566,intphas_5065,i,1.09,0.113,107.2,658
20130811,r1004567,intphas_5065o,Ha,1.16,0.098,29.9,160
20130811,r1004568,intphas_5065o,r,1.41,0.066,81.1,266
20130811,r1004569,intphas_5065o,i,1.39,0.081,92.5,387
20130811,r1004570,intphas_5080o,Ha,1.69,0.112,57.7,105
20130811,r1004571,intphas_5080o,r,1.62,0.074,111.3,188
20130811,r1004572,intphas_5080o,i,1.28,0.092,98.3,449
20130811,r1004573,intphas_5080,Ha,1.20,0.065,53.1,140
20130811,r1004574,intphas_5080,r,1.25,0.084,101.4,343
20130811,r1004575,intphas_5080,i,1.11,0.093,105.5,646
20130811,r1004576,ST_NGC7006,Ha,1.28,0.136,48.5,164
20130811,r1004577,ST_NGC7006,r,1.24,0.155,92.3,494
20130811,r1004578,ST_NGC7006,i,0.94,0.104,68.4,236
20130811,r1004579,ST_NGC7006,He1,1.17,0.078,46.1,94
20130811,r1004580,ST_NGC7006,r,0.94,0.058,49.0,255
20130811,r1004581,ST_NGC7006,U,1.37,0.083,48.6,83
20130811,r1004582,ST_NGC7006,g,1.04,0.079,39.0,187
20130811,r1004583,SA113-260,Ha,1.07,0.112,36.2,48
20130811,r1004584,SA113-260,r,0.90,0.073,60.5,120
20130811,r1004585,SA113-260,i,0.85,0.091,59.8,93
20130811,r1004586,SA113-260,He1,1.07,0.112,39.6,28
20130811,r1004587,SA113-260,r,0.95,0.069,36.8,51
20130811,r1004588,SA113-260,U,1.29,0.088,35.9,18
20130811,r1004589,SA113-260,g,0.94,0.049,34.8,52
20130811,r1004590,intphas_7050,Ha,1.16,0.145,57.7,759
20130811,r1004591,intphas_7050,r,1.04,0.102,104.1,2158
20130811,r1004592,intphas_7050,i,0.99,0.107,94.2,1706
20130811,r1004593,intphas_7050o,Ha,1.22,0.198,54.2,647
20130811,r1004594,intphas_7050o,r,1.08,0.110,93.4,2025
20130811,r1004595,intphas_7050o,i,1.07,0.118,76.3,1557
20130811,r1004596,intphas_7065,Ha,1.24,0.166,54.3,508
20130811,r1004597,intphas_7065,r,1.03,0.109,86.3,1722
20130811,r1004598,intphas_7065,i,1.01,0.113,88.2,1379
20130811,r1004599,intphas_7081o,Ha,1.09,0.113,235.7,139
20130811,r1004600,intphas_7081o,r,1.03,0.089,387.0,351
20130811,r1004601,intphas_7081o,i,0.99,0.115,276.7,394
20130811,r1004602,intphas_7091,Ha,1.09,0.114,264.0,686
20130811,r1004603,intphas_7091,r,1.08,0.119,274.9,1845
20130811,r1004604,intphas_7091,i,0.96,0.110,259.4,1562
20130811,r1004605,intphas_7091o,Ha,1.09,0.092,228.4,665
20130811,r1004606,intphas_7091o,r,1.07,0.093,270.8,1791
20130811,r1004607,intphas_7091o,i,1.02,0.121,271.6,1284
20130811,r1004608,intphas_6820,Ha,1.15,0.102,229.2,197
20130811,r1004609,intphas_6820,r,1.20,0.084,263.8,480
20130811,r1004610,intphas_6820,i,1.17,0.074,262.0,473
20130811,r1004611,intphas_6820o,Ha,1.33,0.069,233.5,155
20130811,r1004612,intphas_6820o,r,1.17,0.061,273.6,466
20130811,r1004613,intphas_6820o,i,1.15,0.079,269.3,495
20130811,r1004614,intphas_6346,Ha,1.66,0.155,229.8,54
20130811,r1004615,intphas_6346,r,1.16,0.042,246.2,166
20130811,r1004616,intphas_6346,i,1.02,0.059,264.0,235
20130811,r1004617,intphas_6346o,Ha,1.16,0.068,229.6,68
20130811,r1004618,intphas_6346o,r,1.12,0.056,272.8,133
20130811,r1004619,intphas_6346o,i,1.12,0.053,276.3,168
20130811,r1004620,intphas_6367,Ha,1.40,0.119,229.5,92
20130811,r1004621,intphas_6367,r,0.92,0.065,266.1,365
20130811,r1004622,intphas_6367,i,0.89,0.078,266.0,443
20130811,r1004623,intphas_6367o,Ha,0.98,0.080,227.8,120
20130811,r1004624,intphas_6367o,r,1.00,0.052,261.3,270
20130811,r1004625,intphas_6367o,i,0.89,0.072,257.2,399
20130811,r1004626,intphas_6391,Ha,1.09,0.070,224.2,110
20130811,r1004627,intphas_6391,r,1.03,0.070,270.8,215
20130811,r1004628,intphas_6391,i,0.85,0.066,267.8,359
20130811,r1004629,intphas_6391o,Ha,0.96,0.089,228.5,156
20130811,r1004630,intphas_6391o,r,0.93,0.058,266.7,309
20130811,r1004631,intphas_6391o,i,0.85,0.062,266.5,412
20130811,r1004632,intphas_6397,Ha,1.07,0.103,228.9,78
20130811,r1004633,intphas_6397,r,0.93,0.060,273.8,235
20130811,r1004634,intphas_6397,i,0.84,0.054,264.2,354
20130811,r1004635,intphas_6397o,Ha,0.95,0.059,228.4,85
20130811,r1004636,intphas_6397o,r,0.96,0.050,271.5,216
20130811,r1004637,intphas_6397o,i,0.85,0.051,252.9,320
20130811,r1004638,intphas_6402,Ha,0.99,0.076,228.9,88
20130811,r1004639,intphas_6402,r,0.99,0.071,275.5,138
20130811,r1004640,intphas_6402,i,0.93,0.059,274.4,214
20130811,r1004641,intphas_6402o,Ha,1.10,0.083,229.5,77
20130811,r1004642,intphas_6402o,r,1.06,0.087,261.7,124
20130811,r1004643,intphas_6402o,i,1.00,0.047,256.2,181
20130811,r1004644,uvex_0928,He1,1.40,0.083,414.0,155
20130811,r1004645,uvex_0928,r,1.36,0.117,473.7,563
20130811,r1004646,uvex_0928,U,1.87,0.116,408.4,64
20130811,r1004647,uvex_0928,g,1.50,0.105,442.0,290
20130811,r1004648,uvex_0928o,He1,1.41,0.126,420.7,173
20130811,r1004649,uvex_0928o,r,1.44,0.100,462.8,478
20130811,r1004650,uvex_0928o,U,1.82,0.103,421.5,73
20130811,r1004651,uvex_0928o,g,1.45,0.121,439.6,288
20130811,r1004652,uvex_0929,He1,1.32,0.090,415.9,134
20130811,r1004653,uvex_0929,r,1.40,0.099,467.3,465
20130811,r1004654,uvex_0929,U,1.78,0.115,417.6,50
20130811,r1004655,uvex_0929,g,1.45,0.089,433.4,281
20130811,r1004656,uvex_0929o,He1,1.50,0.089,429.9,109
20130811,r1004657,uvex_0929o,r,1.52,0.110,475.4,422
20130811,r1004658,uvex_0929o,U,1.83,0.081,422.5,37
20130811,r1004659,uvex_0929o,g,1.59,0.077,444.7,228
20130811,r1004660,uvex_1097,He1,1.60,0.075,424.1,60
20130811,r1004661,uvex_1097,r,1.73,0.091,472.8,182
20130811,r1004662,uvex_1097,U,2.14,0.126,414.6,24
20130811,r1004663,uvex_1097,g,1.72,0.092,433.7,112
20130811,r1004664,uvex_1097o,He1,1.43,0.076,432.5,70
20130811,r1004665,uvex_1097o,r,1.43,0.105,478.7,287
20130811,r1004666,uvex_1097o,U,1.83,0.103,421.6,27
20130811,r1004667,uvex_1097o,g,1.56,0.103,448.5,135
20130811,r1004668,uvex_1098,He1,1.34,0.066,428.3,53
20130811,r1004669,uvex_1098,r,1.35,0.089,478.1,190
20130811,r1004670,uvex_1098,U,1.76,0.104,421.5,23
20130811,r1004671,uvex_1098,g,1.46,0.067,440.1,95
20130811,r1004672,uvex_1098o,He1,1.33,0.092,434.4,47
20130811,r1004673,uvex_1098o,r,1.38,0.089,470.9,163
20130811,r1004674,uvex_1098o,U,1.50,0.107,422.7,17
20130811,r1004675,uvex_1098o,g,1.41,0.091,442.7,88
20130811,r1004676,uvex_1104,He1,1.36,0.072,429.1,80
20130811,r1004677,uvex_1104,r,1.38,0.074,472.1,263
20130811,r1004678,uvex_1104,U,1.82,0.066,416.5,29
20130811,r1004679,uvex_1104,g,1.54,0.074,438.9,131
20130811,r1004680,HZ4,He1,1.79,0.143,454.4,31
20130811,r1004681,HZ4,r,1.49,0.082,458.6,61
20130811,r1004682,HZ4,U,1.90,0.120,435.7,22
20130811,r1004683,HZ4,g,1.57,0.111,441.7,48
20130811,r1004684,HZ4,Ha,1.41,0.125,447.5,60
20130811,r1004685,HZ4,r,1.38,0.097,454.7,67
20130811,r1004686,HZ4,i,1.35,0.095,465.5,61
20130811,r1004687,SA95-271,Ha,1.46,0.143,31.2,29
20130811,r1004688,SA95-271,r,1.32,0.084,75.0,55
20130811,r1004689,SA95-271,i,1.21,0.076,68.3,46
20130811,r1004690,SA95-271,He1,1.40,0.105,44.0,32
20130811,r1004691,SA95-271,r,1.24,0.093,43.6,35
20130811,r1004692,SA95-271,U,1.74,0.090,125.4,18
20130811,r1004693,SA95-271,g,1.58,0.120,138.7,28
